#GET [h], theta_SUN [deg], phi_SUN [deg], theta_MOON [deg], phi_MOON [deg], theta_EARTH [deg], phi_EARTH [deg] 
251.57472,134.08699,-10.07211,53.625677,-150.5805,131.9867,-45.308141
251.57562,134.09253,-10.081089,53.609021,-150.57936,131.97998,-45.315362
251.57652,134.09806,-10.090072,53.592373,-150.57823,131.97327,-45.32258
251.5775,134.10402,-10.099757,53.574437,-150.57702,131.96603,-45.33035
251.5784,134.10955,-10.108747,53.557779,-150.57589,131.95932,-45.337556
251.5793,134.11509,-10.117749,53.541108,-150.57477,131.95259,-45.344761
251.58022,134.12061,-10.126744,53.524454,-150.57366,131.94587,-45.351954
251.58112,134.12614,-10.135752,53.50779,-150.57254,131.93914,-45.359149
251.58202,134.13167,-10.144753,53.491137,-150.57143,131.93243,-45.366335
251.58292,134.13719,-10.153767,53.474471,-150.57033,131.9257,-45.373521
251.58382,134.15412,-10.15746,53.443555,-150.55509,131.92335,-45.37925
251.58472,134.18111,-10.156434,53.400078,-150.52734,131.92488,-45.383664
251.58563,134.2081,-10.155416,53.356598,-150.49956,131.9264,-45.388051
251.5866,134.23718,-10.154285,53.30979,-150.46959,131.92805,-45.392722
251.5875,134.26417,-10.153245,53.266324,-150.44173,131.92959,-45.397035
251.58841,134.29117,-10.152177,53.22286,-150.41382,131.93113,-45.401298
251.58931,134.31816,-10.151116,53.179408,-150.38588,131.93268,-45.405539
251.59021,134.34516,-10.150026,53.135967,-150.35789,131.93424,-45.40973
251.59111,134.37216,-10.148935,53.092537,-150.32987,131.93582,-45.413895
251.59201,134.39916,-10.147825,53.049099,-150.30179,131.93739,-45.418014
251.59291,134.42615,-10.146723,53.005671,-150.2737,131.93897,-45.422111
251.59383,134.45315,-10.1456,52.962259,-150.24557,131.94056,-45.426166
251.59479,134.48223,-10.144377,52.915508,-150.21521,131.94227,-45.43049
251.59569,134.50923,-10.143233,52.872083,-150.18697,131.94386,-45.434463
251.5966,134.53623,-10.14208,52.828689,-150.15871,131.94548,-45.438412
251.5975,134.56324,-10.140915,52.785295,-150.13041,131.94709,-45.442318
251.5984,134.59024,-10.139739,52.741915,-150.10206,131.94872,-45.44619
251.5993,134.61725,-10.138545,52.698526,-150.07366,131.95035,-45.450019
251.6002,134.6449,-10.139961,52.6542,-150.04724,131.9521,-45.456588
251.6011,134.67481,-10.150417,52.606592,-150.02774,131.9543,-45.472724
251.60202,134.70472,-10.160885,52.558977,-150.00821,131.9565,-45.488834
251.60292,134.73463,-10.171354,52.511379,-149.98864,131.95872,-45.50492
251.60388,134.76684,-10.182648,52.460112,-149.96753,131.96109,-45.522221
251.6048,134.79675,-10.193148,52.412524,-149.94792,131.96331,-45.538268
251.6057,134.82666,-10.203649,52.364925,-149.92825,131.96552,-45.554279
251.6066,134.85656,-10.214169,52.317345,-149.90858,131.96773,-45.570276
251.6075,134.88647,-10.224692,52.269753,-149.88885,131.96995,-45.586244
251.6084,134.91637,-10.235235,52.222159,-149.8691,131.97215,-45.602194
251.6093,134.94627,-10.245778,52.17459,-149.84932,131.97438,-45.618115
251.61021,134.97618,-10.256343,52.127002,-149.82952,131.97659,-45.63402
251.61111,135.00608,-10.266898,52.079424,-149.80966,131.97881,-45.649883
251.61208,135.03828,-10.278297,52.028187,-149.78826,131.9812,-45.666959
251.61299,135.06818,-10.288894,51.980624,-149.76837,131.98343,-45.682796
251.61389,135.09808,-10.299492,51.933053,-149.74843,131.98565,-45.698595
251.61479,135.12798,-10.310111,51.885479,-149.72846,131.98786,-45.714381
251.61569,135.15788,-10.320732,51.83793,-149.70847,131.9901,-45.730145
251.6166,135.18777,-10.331373,51.790362,-149.68844,131.99232,-45.745884
251.6175,135.11778,-10.32722,51.818478,-149.70475,131.91301,-45.694738
251.61841,135.03861,-10.321654,51.853551,-149.72434,131.82619,-45.6376
251.61931,134.95946,-10.316054,51.888651,-149.7439,131.73936,-45.580646
251.62021,134.8803,-10.310412,51.923745,-149.76341,131.65249,-45.523851
251.62119,134.79507,-10.304274,51.961561,-149.78436,131.55891,-45.462863
251.62209,134.71593,-10.298551,51.996684,-149.80379,131.47198,-45.406416
251.62299,134.6368,-10.292776,52.031813,-149.82316,131.38503,-45.350127
251.62389,134.55767,-10.286958,52.06697,-149.8425,131.29806,-45.294004
251.62479,134.47855,-10.281088,52.102124,-149.86178,131.21107,-45.238032
251.6257,134.39943,-10.275194,52.1373,-149.88103,131.12405,-45.182236
251.6266,134.32032,-10.269228,52.172478,-149.90021,131.037,-45.126573
251.6275,134.24122,-10.26324,52.207678,-149.91937,130.94994,-45.071092
251.6284,134.16212,-10.257208,52.24287,-149.93847,130.86283,-45.015753
251.62938,134.07695,-10.250663,52.280789,-149.95899,130.76901,-44.95634
251.63028,133.99787,-10.244544,52.31601,-149.97801,130.68187,-44.901335
251.63118,133.91879,-10.238383,52.351234,-149.99697,130.59469,-44.846481
251.63208,133.83972,-10.23218,52.386484,-150.0159,130.5075,-44.791785
251.63298,133.76065,-10.225933,52.421728,-150.03477,130.42027,-44.737233
251.6339,133.77838,-10.218892,52.368241,-149.9963,130.39981,-44.72279
251.6348,133.85846,-10.211268,52.257637,-149.92063,130.4224,-44.733954
251.6357,133.93855,-10.203527,52.147113,-149.8446,130.44503,-44.744914
251.6366,134.01866,-10.195671,52.036645,-149.76821,130.46771,-44.755667
251.6375,134.09876,-10.187687,51.926248,-149.69144,130.49042,-44.7662
251.63847,134.18503,-10.178974,51.807446,-149.60838,130.51493,-44.777332
251.63937,134.26515,-10.170756,51.697205,-149.53086,130.53773,-44.787447
251.64027,134.34527,-10.162419,51.587027,-149.45298,130.56057,-44.797349
251.64117,134.42539,-10.153963,51.476939,-149.37473,130.58346,-44.807051
251.64209,134.50552,-10.14539,51.366911,-149.29611,130.60639,-44.816543
251.64299,134.58566,-10.136695,51.256951,-149.2171,130.62935,-44.825819
251.64389,134.6658,-10.127872,51.147079,-149.13772,130.65237,-44.834886
251.64479,134.74594,-10.118939,51.037271,-149.05796,130.67543,-44.843752
251.64569,134.82609,-10.109883,50.927525,-148.97782,130.69851,-44.852398
251.64667,134.91241,-10.100011,50.809425,-148.8911,130.72342,-44.861489
251.64757,134.99257,-10.090706,50.699846,-148.81017,130.7466,-44.869709
251.64847,135.07273,-10.081276,50.590333,-148.72884,130.76982,-44.877708
251.64937,135.1529,-10.071725,50.480884,-148.64712,130.79307,-44.885494
251.65028,135.22794,-10.064121,50.373811,-148.56899,130.81082,-44.891909
251.65118,135.29103,-10.061262,50.272132,-148.49984,130.81568,-44.895418
251.65208,135.35412,-10.058336,50.170506,-148.43044,130.82061,-44.898736
251.65298,135.41721,-10.055364,50.068905,-148.3608,130.82557,-44.901863
251.65388,135.48031,-10.052326,49.967348,-148.2909,130.83058,-44.904793
251.65479,135.54341,-10.04925,49.865805,-148.22077,130.83561,-44.907533
251.65576,135.61137,-10.045853,49.756507,-148.14495,130.8411,-44.910255
251.65666,135.67448,-10.042637,49.655042,-148.07428,130.84623,-44.912574
251.65756,135.73759,-10.039385,49.553613,-148.00337,130.85141,-44.914718
251.65848,135.80071,-10.036066,49.452229,-147.93221,130.85664,-44.916661
251.65938,135.86383,-10.032678,49.350867,-147.86077,130.8619,-44.918394
251.66028,135.92695,-10.029231,49.249548,-147.78908,130.86721,-44.919933
251.66118,135.99007,-10.025748,49.148258,-147.71714,130.87256,-44.921295
251.66208,136.0532,-10.022186,49.047008,-147.64492,130.87796,-44.922444
251.66298,136.11633,-10.018576,48.945791,-147.57245,130.8834,-44.923402
251.66396,136.18433,-10.014623,48.836822,-147.49411,130.88931,-44.924214
251.66486,136.24747,-10.010892,48.735674,-147.42109,130.89484,-44.924766
251.66577,136.31061,-10.00709,48.634572,-147.3478,130.90042,-44.925113
251.66667,136.37375,-10.003239,48.533488,-147.27424,130.90603,-44.925258
251.66757,136.4241,-10.002148,48.438442,-147.20893,130.89834,-44.919987
251.66847,136.47436,-10.001047,48.343425,-147.1435,130.89058,-44.914474
251.66937,136.52463,-9.9999161,48.248448,-147.07791,130.88289,-44.908789
251.67027,136.5749,-9.9987549,48.153464,-147.01214,130.87523,-44.902909
251.67117,136.62517,-9.99754,48.058499,-146.94618,130.86763,-44.896821
251.67209,136.67543,-9.9963149,47.963545,-146.88006,130.86007,-44.890561
251.67305,136.72958,-9.9949528,47.861293,-146.80864,130.85199,-44.883603
251.67397,136.77985,-9.9936532,47.766377,-146.74215,130.84454,-44.876953
251.67487,136.83013,-9.9923429,47.671453,-146.67548,130.83713,-44.870123
251.67577,136.88041,-9.9909808,47.576544,-146.60862,130.82977,-44.86309
251.67667,136.93069,-9.9895974,47.481653,-146.54158,130.82246,-44.855879
251.67757,136.98097,-9.9881842,47.386776,-146.47437,130.8152,-44.848487
251.67847,137.03126,-9.9867379,47.291901,-146.40696,130.80799,-44.840896
251.67938,137.08154,-9.9852603,47.197037,-146.33937,130.80082,-44.833117
251.68028,137.13183,-9.9837507,47.102193,-146.2716,130.7937,-44.825153
251.68124,137.18599,-9.9820806,47.000067,-146.19839,130.7861,-44.81636
251.68216,137.23628,-9.9805048,46.905249,-146.13023,130.77909,-44.808003
251.68306,137.28658,-9.9788981,46.810438,-146.06187,130.77213,-44.79946
251.68396,137.34762,-9.9810298,46.70381,-145.98766,130.77066,-44.797559
251.68486,137.4136,-9.9848759,46.591772,-145.91057,130.77176,-44.798591
251.68576,137.47958,-9.9887036,46.479755,-145.83319,130.77291,-44.799401
251.68666,137.54557,-9.9924923,46.367781,-145.7555,130.77413,-44.799988
251.68758,137.61156,-9.9962516,46.255831,-145.67751,130.7754,-44.800343
251.68848,137.67755,-9.9999928,46.143909,-145.59921,130.77673,-44.800484
251.68938,137.74355,-10.003696,46.032022,-145.5206,130.77813,-44.8004
251.69035,137.81462,-10.007664,45.91156,-145.43561,130.77969,-44.800065
251.69125,137.88062,-10.011307,45.799741,-145.35635,130.78122,-44.799519
251.69215,137.94663,-10.014932,45.687951,-145.27679,130.7828,-44.798754
251.69305,138.01264,-10.018516,45.576187,-145.1969,130.78444,-44.797751
251.69395,138.07865,-10.022083,45.464458,-145.1167,130.78615,-44.796542
251.69485,138.14466,-10.025609,45.352761,-145.03617,130.78791,-44.795092
251.69577,138.21069,-10.029108,45.241092,-144.95531,130.78974,-44.793424
251.69667,138.27671,-10.032575,45.129459,-144.87413,130.79163,-44.791525
251.69757,138.34274,-10.036014,45.01786,-144.79262,130.79359,-44.789406
251.69855,138.41384,-10.039711,44.897701,-144.70449,130.79575,-44.78689
251.69945,138.47988,-10.04309,44.786169,-144.62229,130.79784,-44.784305
251.70035,138.53934,-10.055285,44.686219,-144.55746,130.80014,-44.791226
251.70125,138.58797,-10.082075,44.605363,-144.52164,130.80274,-44.814074
251.70215,138.63658,-10.108943,44.524501,-144.48572,130.80533,-44.836873
251.70305,138.68519,-10.135877,44.443652,-144.4497,130.80794,-44.859628
251.70396,138.73379,-10.162853,44.362805,-144.41355,130.81055,-44.882303
251.70486,138.78238,-10.189917,44.281955,-144.3773,130.81316,-44.904942
251.70576,138.83096,-10.217046,44.201102,-144.34095,130.81577,-44.927515
251.70667,138.87953,-10.244232,44.120263,-144.30448,130.8184,-44.950035
251.70764,138.93183,-10.27359,44.033201,-144.26507,130.82123,-44.97423
251.70854,138.98038,-10.300925,43.952367,-144.22838,130.82387,-44.996644
251.70944,139.02893,-10.328304,43.871538,-144.19155,130.82653,-45.01899
251.71034,139.07746,-10.355772,43.790699,-144.15462,130.82917,-45.041287
251.71124,139.12599,-10.383308,43.709868,-144.11758,130.83182,-45.063533
251.71216,139.1745,-10.410899,43.629038,-144.08042,130.83448,-45.085709
251.71306,139.22301,-10.438569,43.548216,-144.04315,130.83715,-45.107845
251.71396,139.27151,-10.466309,43.467387,-144.00576,130.83982,-45.129925
251.71486,139.31999,-10.494115,43.386573,-143.96826,130.8425,-45.151952
251.71584,139.37221,-10.52411,43.299543,-143.92771,130.8454,-45.175588
251.71674,139.41577,-10.551123,43.227099,-143.89583,130.84797,-45.197289
251.71764,139.39391,-10.565658,43.266407,-143.94217,130.84899,-45.216213
251.71854,139.37206,-10.580134,43.305737,-143.98842,130.85004,-45.235068
251.71945,139.35019,-10.594617,43.345079,-144.03465,130.85108,-45.253896
251.72035,139.32833,-10.609064,43.384429,-144.0808,130.85214,-45.272666
251.72125,139.30646,-10.623484,43.423792,-144.1269,130.85321,-45.291382
251.72215,139.28459,-10.637868,43.463182,-144.17294,130.85431,-45.310055
251.72305,139.26272,-10.652237,43.502569,-144.21892,130.8554,-45.328675
251.72395,139.24084,-10.66658,43.541976,-144.26485,130.85651,-45.347249
251.72493,139.21728,-10.681999,43.58443,-144.31425,130.85772,-45.367199
251.72583,139.1954,-10.696289,43.623862,-144.36006,130.85886,-45.385672
251.72673,139.17352,-10.710544,43.663313,-144.40581,130.86002,-45.404094
251.72765,139.15163,-10.724793,43.702773,-144.45152,130.86117,-45.422474
251.72855,139.12974,-10.739007,43.742239,-144.49716,130.86234,-45.440796
251.72945,139.10785,-10.753173,43.781739,-144.54273,130.86355,-45.459067
251.73035,139.08595,-10.767347,43.821237,-144.58827,130.86474,-45.477304
251.73125,139.06405,-10.781484,43.860745,-144.63374,130.86595,-45.49548
251.73215,139.04215,-10.795597,43.900274,-144.67916,130.86718,-45.513618
251.73312,139.01856,-10.810765,43.942856,-144.72801,130.86852,-45.533089
251.73402,139.01976,-10.796333,43.948599,-144.71692,130.87469,-45.523167
251.73492,139.02816,-10.772993,43.943792,-144.68821,130.8824,-45.504502
251.73584,139.03656,-10.749627,43.939007,-144.65949,130.89012,-45.485817
251.73674,139.04494,-10.726272,43.934219,-144.63078,130.89781,-45.467132
251.73764,139.05332,-10.702893,43.929444,-144.60206,130.90551,-45.44843
251.73854,139.0617,-10.67949,43.924681,-144.57332,130.91321,-45.429707
251.73944,139.07006,-10.656098,43.919932,-144.5446,130.92091,-45.410994
251.74034,139.07841,-10.632679,43.915191,-144.51586,130.92859,-45.39225
251.74126,139.08676,-10.60924,43.910457,-144.48711,130.93628,-45.373491
251.74222,139.09574,-10.584004,43.905368,-144.45615,130.94454,-45.353289
251.74312,139.10406,-10.560535,43.900667,-144.42739,130.95222,-45.334502
251.74403,139.11239,-10.53708,43.895962,-144.39864,130.95989,-45.315723
251.74493,139.12069,-10.513598,43.891273,-144.36988,130.96756,-45.296918
251.74583,139.12899,-10.490102,43.886592,-144.3411,130.97522,-45.278097
251.74673,139.13729,-10.466597,43.881924,-144.31233,130.98288,-45.259275
251.74763,139.14558,-10.443078,43.877273,-144.28355,130.99054,-45.240438
251.74854,139.15386,-10.419535,43.872626,-144.25476,130.9982,-45.221578
251.74945,139.16213,-10.396002,43.867984,-144.22598,131.00584,-45.202719
251.75041,139.16611,-10.384524,43.858684,-144.20788,131.00393,-45.189097
251.75131,139.16355,-10.39154,43.844543,-144.20749,130.98923,-45.184972
251.75223,139.161,-10.398546,43.8304,-144.20711,130.97455,-45.180837
251.75313,139.15843,-10.405558,43.816253,-144.20674,130.95985,-45.176699
251.75403,139.15587,-10.412571,43.802104,-144.20638,130.94517,-45.17256
251.75493,139.15331,-10.419573,43.787953,-144.20601,130.93049,-45.168411
251.75583,139.15075,-10.42656,43.773805,-144.20565,130.91581,-45.164246
251.75673,139.14819,-10.433569,43.759645,-144.20531,130.90113,-45.160089
251.75764,139.14563,-10.440578,43.745486,-144.20498,130.88645,-45.155934
251.75854,139.14306,-10.447585,43.731324,-144.20466,130.87177,-45.15177
251.75952,139.1403,-10.45512,43.716076,-144.20432,130.85598,-45.147279
251.76042,139.13773,-10.462112,43.701913,-144.20401,130.8413,-45.143094
251.76132,139.13517,-10.469116,43.687746,-144.20372,130.82663,-45.138919
251.76222,139.1326,-10.476119,43.673577,-144.20343,130.81197,-45.134742
251.76312,139.13003,-10.483108,43.659408,-144.20314,130.7973,-45.130545
251.76402,139.12746,-10.490108,43.64523,-144.20287,130.78264,-45.126354
251.76492,139.12489,-10.497106,43.631054,-144.20261,130.76798,-45.122159
251.76584,139.12233,-10.504105,43.616875,-144.20237,130.75332,-45.117961
251.76674,139.11991,-10.506572,43.604878,-144.19884,130.74059,-45.110719
251.76772,139.11948,-10.444564,43.623293,-144.14826,130.75446,-45.059575
251.76862,139.11902,-10.386996,43.640419,-144.10135,130.76729,-45.012059
251.76952,139.11852,-10.329414,43.657584,-144.05447,130.7801,-44.964507
251.77042,139.11796,-10.271864,43.674783,-144.00767,130.79286,-44.916953
251.77132,139.11736,-10.214311,43.692,-143.9609,130.80558,-44.86936
251.77222,139.11671,-10.156769,43.709251,-143.91419,130.81826,-44.821748
251.77313,139.116,-10.099246,43.726538,-143.86754,130.83091,-44.774123
251.77403,139.11525,-10.041711,43.743854,-143.82092,130.84352,-44.726461
251.77493,139.11445,-9.9842092,43.761197,-143.77438,130.85609,-44.678795
251.77591,139.11352,-9.9222933,43.779908,-143.72432,130.86957,-44.627432
251.77681,139.11261,-9.8647884,43.797323,-143.67786,130.88207,-44.579702
251.77771,139.11166,-9.8073179,43.814753,-143.63148,130.89451,-44.531966
251.77861,139.11065,-9.7498467,43.832231,-143.58514,130.90693,-44.484209
251.77951,139.1096,-9.6923862,43.849726,-143.53885,130.9193,-44.436423
251.78041,139.10849,-9.6349459,43.867251,-143.49262,130.93163,-44.388618
251.78133,139.10733,-9.5774965,43.884808,-143.44643,130.94393,-44.340782
251.78223,139.10613,-9.5200801,43.902403,-143.40032,130.95619,-44.292947
